initial_state_id,path,kernel_ref,kernel_version,artifact,artifact_row,variant,source_sha256
529,-r3.-r2.-f0.-r2.-f0.d0.f1.r1.-d2.-f2.-r0.-d0.-r0.-d1.r0.f1.f0.d2.d3.-f2.-r3.-d3.-d1.-f1.-f0.d1.f2.-d1.r0.r2.-d2.-d2.-r2.-d3.d2.-f2.-d0.f1.f2.d0.r3.r3.-f1.r3.r3.d0.f1.d3,markcelliott/2xt4-fp16-mlp-beam-search,7,cayleypy_public/output/solutions/all_solutions.csv,3,original,66afb398b2f0238e7df5932bd8f88aa6cd8698f8f86ff1d4005b6036cab4fea0
529,f0.-r0.-f1.r1.-f1.-d3.f1.f1.r3.-d1.f0.d0.f3.f0.-d1.-f0.d1.r2.d0.r2.f0.-r0.r1.-r0.d2.d3.-r0.d2.f0.d2.-f0.-r0.d2.-r1.-d2.-r3.-d1.f1.d1.r3.f3.d1.f1.-d1.-f3.-r3.r2.r1,anurangjain/cayleypy-2xt4-cube4-final-submission,5,cayleypy_public/output/solutions/all_solutions.csv,2,original,a37519d7446e95b011e6eed1ea7fc2f95143140c0fca23dcab8adccff13bb2d8
529,r1.r0.-r1.d3.d0.r1.f1.-f0.-f0.f0.-r1.r0.r2.r3.-r2.-f1.f3.-f3.-f2.d0.-r1.-d2.d0.f2.-f3.r2.r0.d1.-f2.-r1.f3.r1.f0.r2.d1.r0.-f2.f0.-d2.-d3.d2.r1.-d0.f0.-r0.d1.f1.-r1.-r3.r0.f3.r3.r3.-r0.-r1.-d2.f2.-d3.-r3.-f1.r0.f2.-r0.-f3.-f1.-d1.-d2.r0.r3.-r2.d1.-d1.f2.r1.-f2.d3.f3.f1.-r1.d0.r0.-r0.-d2.r2.-d3.-f2.-d0.-f3.f1.d0.r0.-r2.-r2.f0.r0.-f2.f1.r0.-d2.-f0.-r2.-r2.d0.-f0.r1.f0.f2.-r1.f1.-f0.d2.-f3.-d2.-r2.-r2.r1.-r0.r1.d2.d3.f2.-d1.d3.-r2.-r3.f3.-f3.r2.-f2.r1.r2.-r1.-r1.r0.-d0.r2.-d1.d3.-r1.-r2.-f3.f2.f2.d3.r2.-d2.r3.-f3.-d2.f3.f2.f0.-f2.-f0.-f1.-r3.-d1.d3.d2.f1.f3.-r1.-d2.-f3.-r1.r2.-f0.f2.-d3.d0.-r2.f3.-d0.-f1.f1.-f2.d3.-r2.-r0.-r2.-f2.-f2.d1.f2.-d2.r2.r0.f0.-f1.f2.f2.-f0.-r0.-f3.-f3.-f2.f3.f0.-r1.-f0.d2.-d2.r3.-f1.f1.-r2.f1.-d3.-f3.d3.d2.r3.-f1.-f3.d1.r1.f0.-f1.-d2.-f0.f1.-f3.-d3.-r1.-f1.-f3.-r3.-f2.d2.r0.-r2.d0.d1.r3.r0.-f0.-r0.r0.f0.f1.-d1.d3.f2.-d1.d2.r2.d2.-d0.-d0.-r1.d0.r1.d3.f1.-f0.d0.f1.f3.-r3.d0.-d1.d1.d0.r1.r1.f1.f2.-r3.r1.-f2.r0.-d2.-r0.-r3.f0.f2.-f0.d1.-r1.d2.-f3.-r2.-r2.-d1.-d2.d3.-r1.-d3.-r2.-d3.f3.r2.f1.d1.d3.r0.d1.r0.r1.d3.r0.-r2.d2.-r3.r3.f3.-d0.f0.d1.-d2.-r0.d3.-r1.-r3.-f2.f0.f3.d1.f2.-r3.-r2.d2.-d2.-f0.-f2.-f1.r0.-r3.-r0.r0.-f0.-d3.d3.r1.-d1.f1.f1.f3.-r0.d0.-f1.-d2.-r2.-f1.r2.-r0.-r1.-d0.-f1.-d1.f2.r0.-r0.f0.-f3.-r0.d1.d1.-d0.r3.-r3.f0.d0.-f0.d2.r3.d2.-r0.-f1.r2.r2.-r3.-r1.-f0.d2.-r0.f1.d1.d0.-f1.-r2.-f1.-f0.r2.f0.-d2.-d1.f0.-f3.-r0.-f2.-d3.f1.-r3.-r1.r3.r3.-d1.-r3.r0.-d1.d0.-f1.-f3.d1.f1.f3.f0.r1.r2.-r2.-d1.-f3.f1.f2.-r1.-d2.d3.-d2.d3.-f0.f1.-d3.d1.d0.-r0.-f1.d1.-f3.-d1.-r3.r0.-r1.r3.-d2.-d2.d2.-r0.r1.d1.-f2.d3.-r1.-r3.r1.f2.-r0.-d0.-f3.f1.-r0.-d3.-r3.d0.-r2.-f3.r3.-f0.-d0.f3.f3.f0.-r1.d0.-f0.-r2.r1.-f0.f0.f2.-f2.-f1.-f0.d2.d2.r2.-r3.-d1.-f1.-r1.f3.-f2.-f1.-d3.-f0.r2.d1.-d1.-d2.-r3.d3.-f0.f1.d0.d3.f2.d2.-d0.r0.d3.d3.-r2.-r1.d1.r2.-r3.f0.d1.r1.f0.-r2.r3.-d2.-r3.f0.f0.-r3.r2.d0.f3.-d1.f0.d3.-r0.r0.d1.r0.-f1.d3.-f2,trydotatwo/cayleypy-2xt4-444-example,8,cayleypy_public/output/submission.csv,531,,9d28ba08e3eb930afc2b8386ddbe14fe40456d29df11bd9fc879a554b333d1e8
530,f0.-f0.-f3.-r2.-r2.-r2.-f2.-f1.f0.r2.r3.-r3.-r2.d2.-f0.r2.-f3.r1.f1.-r2.f3.-r3.-f2.f0.-d0.d3.-d3.f3.-f1.r2.-d1.-f0.r1.f3.f0.-r2.-d3.d1.f0.-f2.r0.r0.-r0.-r0.r0.-r1.-r1.d1.d2.-r3.d3.-d2.d2.f2.-f2.-d2.r3.f3.-r0.f1.f3.f0.-d1.-f0.d3.d0.-r2.r0.-r2.-d2.r3.-f2.-f1.f0.d0.d2.-d0.f2.-r3.-d0.r2.-r2.d1.r0.-r3.r3.r1.r2.r1.-f0.-r3.f3.-d2.f0.d1.d0.-f3.d0.d0.f0.d3.-d0.-r1.-f3.-f1.-r1.-f2.-d3.-r3.r2.f2.r1.-d1.d3.-d3.r1.-r3.d0.-f2.-r2.r2.-f1.-d0.-f3.-r0.r1.f0.d3.-r0.-f2.-r2.r3.d2.d0.d3.d1.f1.-d3.-d0.-d2.f0.d3.d1.d3.-r0.-r0.f1.r0.d1.r3.f3.-d3.-d3.-r0.d1.d0.-r3.-d2.f3.-f0.-d3.-f0.r1.-f2.-r0.-d1.r3.-r1.r0.d2.d0.-r1.-d1.-f0.d2.f2.-d0.-d1.-d1.-f2.r0.-r0.-d1.f2.-d1.-d1.-d3.-d2.r1.-r0.f2.-r2.-r1.-f1.-r0.-f3.-r3.r3.-f0.d1.-f1.-d3.f0.f1.-d0.-d2.-r0.d1.f3.f2.-d3.d0.-f2.f1.-d0.-d3.d1.f3.f2.-f0.-d0.-d0.d2.-f3.-d3.f1.d0.-d1.-r2.-d1.-f3.d3.-r1.f0.f0.r1.-f3.-f2.-r3.f2.f1.-r2.-f3.-d2.-f1.d1.-d0.r3.f3.d3.-d2.-d2.-f3.-f1.-d2.-f0.f3.-r2.d0.-f2.r2.d1.f0.r1.-d1.-r0.-d1.f2.r1.f3.f3.f3.-d0.-f0.-f3.-r2.-r1.-d1.-r0.r1.-f0.f0.-r1.r2.-d3.r1.r3.d0.-f1.d3.f3.-r1.-f1.d0.-f0.-f2.f0.-r2.f3.-f2.-d3.r0.f3.r2.-f2.d3.-d3.-f2.-d3.-f1.-r3.-f0.-r1.-r1.r0.d3.-f1.r2.-d2.-r1.d1.-d2.-f2.-r1.r1.f1.f0.-f0.r1.d1.-d2.d2.-r0.d0.-f1.-r3.-d1.-f1.-f0.-f3.d0.f3.-f3.-d1.-r3.-f1.f2.-d0.-r3.r3.-r0.r2.-r1.-r0.d0.-r0.r3.d1.r1.d0.-d1.-r3.-f0.d2.-d3.-r0.-d2.-r1.-r0.f0.f1.r3.r3.d1.-r1.f1.-r3.-r2.r3.f2.d2.-f3.f3.f2.f3.-d0.-f0.r0.d2.-r2.-r1.-d2.r1.-f0.f3.-f3.-r1.-f2.-f3.-d0.-d3.-d3.f3.-f3.-d0.-d3.d3.-r2.r1.r0.-f3.-d3.-d2.r2.r3.f3.-r2.-r2.d1.-d2.d3.f1.-f2.-d2.-d2.r1.-f1.f0.r0.d2.-f1.-r0.f1.f1.d2.d1.f1.f2.d2.-r2.-d0.f0.r1.-f0.f2.-r2.-r1.-r1.r0.-d3.d1.-f2.r1.-d1.r0.-r2.r3.-r3.r1.d2.f2.d2.d2.-d1.-f1.r1.f3.-d3.f3.-r1.f1.-f3.-d0.-f1.r2.-f2.f1.-r0.r2.-f3.-f0.r0.f2.-f1.-r1.f3.r0.r0.-f1.-f1.-d2.r2.d3.d1.d3.f2.-f1.f1.d3.-r0.-r2.-f1.d2.-r0.f2.r1.r0.r0.-d2.d2.-f0.d0.-f3.r2.r0.-r1.d1.-f2.-r0.r1.-f1.-r1.-f3.f2.-r1.r2.d1.d0.r2.d3.-r3,trydotatwo/cayleypy-2xt4-444-example,8,cayleypy_public/output/submission.csv,532,,9d28ba08e3eb930afc2b8386ddbe14fe40456d29df11bd9fc879a554b333d1e8
530,f1.-d2.-f0.r0.d2.f2.r2.f0.-r1.r3.d0.-d3.f3.-r0.-d0.-r0.-f2.f1.-d0.r1.d0.-r1.-r1.-f3.-d3.r2.f3.-r2.-r1.-d3.-d0.-r2.d1.d2.-f1.d3.d3.r2.-d1.-d2.r1.-d3.-r1.d3.-r2.d0.-f2,markcelliott/2xt4-fp16-mlp-beam-search,7,cayleypy_public/output/solutions/all_solutions.csv,4,original,66afb398b2f0238e7df5932bd8f88aa6cd8698f8f86ff1d4005b6036cab4fea0
530,r1.-d3.-f0.-f1.-d2.-d1.-f0.d3.-f2.-f0.-d0.-f3.-f1.-r1.-d0.-r2.-f1.-f0.r2.-d3.r1.f3.f3.-r1.-f3.-r2.-d2.-f3.r1.f1.-r1.f2.-d1.f2.d1.d2.f3.f2.d3.-r1.-r1.-d3.r2.d3.-r1,pavelgolubkov/cayleypy-first-mode-submission-notebook,11,cayleypy_public/output/solutions/all_solutions.csv,2,original,57aee0d0890f23e5d79c200424bf956e60197b47328f56bba779c6b098662829
531,-d3.r3.d2.d2.-r0.-d1.-f0.d2.f2.-f3.r3.r3.d0.-d1.r2.-f2.f3.-r2.-r0.-r1.d0.r0.-f0.-r2.r3.r2.-f3.f2.-r1.-d2.r3.f1.-r3.-f1.d2.r1.d2.-d2.-f1.f1.-r3.f0.-d3.-d2.d3.d1.r0.d2.r0.-r0.-r2.-d1.d0.r0.f2.f3.-d1.f2.f0.-d2.-d0.d1.d3.r1.d3.d3.-f1.f2.r0.d0.f3.r3.-d1.r1.r2.-r2.f3.-d0.-d2.-f1.f3.-r3.f0.r3.-d3.f2.r0.d3.f3.-d3.r0.-r1.f1.r2.-r2.-r2.-f2.-d1.r1.-r2.-r1.-r0.f2.-f1.d1.-r1.-d2.f0.-r3.-d1.-d0.d0.r3.-f3.-r2.-r2.-d3.-d1.-d1.r1.r2.r2.-r2.-d3.-r1.d3.d2.-r3.-f0.f0.-d3.r3.f2.d2.-d2.-f1.-d0.-r2.-d3.r3.d3.-d3.-f0.d2.f3.f3.f0.d3.-d2.-d2.-r3.f0.r2.d3.-r0.d0.-f0.-d2.-d3.r1.r1.-f1.-r2.f3.f2.-f1.d0.-f2.-r0.-d2.-d3.-r1.d2.-d1.d0.-f3.-f0.r1.r0.f0.-d0.d2.-r3.-d0.r3.f3.d2.-r3.-r3.d3.f0.r3.-d2.-r3.-d3.-r2.-d0.-f3.-f0.d1.-d1.f3.-r1.r0.-d1.r1.f0.-r2.d3.f1.-d2.-d2.f2.f3.-r1.-r0.-d3.-r1.-d0.d2.f1.r0.d3.-f3.-d0.r0.-f0.f2.f3.r3.f0.r1.-f3.f1.-f2.-d0.d2.f0.r3.d3.r1.r3.r2.-d1.-r2.-d2.-f2.-f3.-r0.-r2.d3.r3.d1.-d2.d2.d0.-f3.-d1.r2.d1.r3.-f0.-r0.-r3.-f3.-f3.-f0.d1.-d3.-d1.-d0.-f1.-r2.-r1.-f2.r0.f3.r0.f2.r1.d3.f0.-d1.-r2.r3.-f0.-f3.-r1.f0.d2.-f0.d2.-f3.-f1.-d2.-f2.-r3.-r2.-f1.-r2.r0.-f1.d1.-r1.-d1.-f1.-d1.r2.r1.-d1.-d1.-r3.-f0.-r0.-f1.d2.-d2.f0.-f3.d2.f2.r1.f3.d2.d3.-f0.r1.r1.f0.d3.r1.f3.-d3.f0.-d0.f1.-r3.r1.-d2.d3.f1.r2.d2.r1.d3.f1.-f0.r3.-r0.-d0.r0.d3.-d1.-r2.f3.-f1.r1.r2.-r3.f1.-f2.f2.-r3.-r1.-d3.d3.-r1.r1.d2.f0.-d3.f0.-f1.r3.d2.-d0.d3.f0.r0.-r2.r3.f1.d0.-f1.-r2.-r1.-f1.r3.r1.-d0.d3.-r3.-d1.f2.-f0.f1.-d0.-r3.-r1.-d2.d1.f0.-d2.-d2.d0.r1.d3.d3.f1.r0.d1.-d1.-d1.f1.-d3.d3.r0.-f2.-r1.-d2.f3.d2.-d3.d2.-r3.-d1.-d0.f1.d3.-r2.-d0.-r3.d3.-d0.-f1.f3.d0.-f0.-r2.d2.d1.-r0.-f0.r0.r1.-d1.-r1.-r2.f0.-d3.-d3.-r1.-d3.-d3.f2.-f0.-r0.-r1.f0.r2.d0.-r2.r2.-d2.-d0.-d2.-d2.f3.f1.d2.r3.-r1.-f0.f2.-d0.-d2.-r1.-f3.f3.-d3.-r1.d0.d1.-r2.d0.f2.f3.r2.-r0.r2.d1.-d2.-r2.-d2.-f0.-d3.-f1.-f2.f3.-r3.d1.d2.-f2.d0.r0.-d3.-d2.-d2.-r1.d2.-f2.d1.-r3.-d1.r1.-d1.-d1.d0.-r0.-f3.-r3.f1.d2.-r2.-r0.d2.-f3.-f3.r2.d3.-d3.r0,trydotatwo/cayleypy-2xt4-444-example,8,cayleypy_public/output/submission.csv,533,,9d28ba08e3eb930afc2b8386ddbe14fe40456d29df11bd9fc879a554b333d1e8
531,-f3.-f3.-d1.r2.-d2.-f0.-d0.r0.-r2.r1.-f2.f1.-d0.-r3.f0.-r0.-f0.f3.-d0.r0.r3.-f0.r3.r0.d3.f3.d0.r0.-d3.-r3.-r2.f0.r0.-f0.r2.-f1.-r0.f1.f2.-d2.-d1.-r2.d1.d2.f3.-f2.f0.d3,markcelliott/2xt4-fp16-mlp-beam-search,7,cayleypy_public/output/solutions/all_solutions.csv,5,original,66afb398b2f0238e7df5932bd8f88aa6cd8698f8f86ff1d4005b6036cab4fea0
531,f0.d0.f1.-r0.d3.-r0.d2.-d1.r2.f0.f2.d2.r1.d1.-f0.-d1.-r0.f0.d0.f0.-d3.f0.d3.f1.-d1.r1.r1.r2.-f1.-r0.f1.r0.-f1.-d1.-d1.r1.f1.r1.f1.r2.-d0.r3.d2.-r3.d0.-r2,pavelgolubkov/cayleypy-first-mode-submission-notebook,10,cayleypy_public/output/solutions/all_solutions.csv,2,original,0686e45a3b277c226276a18b5bd435163add4650800860a936c7fe17b162efa6
532,-d3.-f2.r2.-r2.-d0.-f2.-d0.-f0.d2.f1.-d2.-r3.-d2.-f1.r0.r1.-r0.-d3.-r2.-d1.r3.f3.-f1.d1.r3.r1.-r2.r1.-d3.r2.r0.r0.r3.r0.-d3.d0.f3.d2.r2.f2.d1.r2.f3.-r3.d1.d3.-d2.-d0.-d1.-r1.-d1.d3.-d2.-f2.r0.r1.d0.d3.f1.-f1.d3.f3.-r2.-f1.-d2.-d0.f2.d2.d3.-f3.-f3.f1.d0.-d0.-r3.-f1.-f1.f3.r0.r0.-d1.r3.f3.d0.d0.-d0.-f3.d2.f2.d2.r2.-f0.r2.-d1.-r1.f3.-f0.r0.-r0.f3.d3.-r3.d2.d1.-d1.r0.-r1.-d3.-d2.f1.-f3.-r2.r3.f0.d1.r1.d0.d2.-r2.r2.f1.-d0.-f2.-d1.r1.r0.d3.-f1.-d3.f0.d0.-d0.-r1.r1.-d1.-d1.-f3.r1.-r2.r0.-d1.-f2.d0.-r1.-r2.-r3.d1.d0.-d0.d1.-f3.-f0.f3.f2.-f3.-r0.-f1.f1.r0.d2.-f0.-d0.-r3.f2.-d1.-d2.r2.-f3.-d2.f1.r3.f2.-f0.-d3.r0.r2.-d3.-r1.f1.-d2.-r3.-f2.f3.-f1.d2.-d3.-f2.d0.f3.-r0.r0.f2.-d1.-r0.r1.-d0.r0.-r3.f2.r3.-f0.-d2.-r3.-f3.d0.d1.r1.f2.d1.-f0.-f1.d2.-d3.-d3.-r1.d0.f2.f3.f0.f3.f0.-f1.f3.f1.d1.r3.d1.d2.d2.-d3.-r3.-r0.-f3.r1.f3.-d1.r1.-r2.d3.-f3.d2.-d3.-d2.r1.-r1.-f1.-r2.f0.-d0.d0.r2.-d1.r3.f1.-r1.-d0.-r2.r1.-f1.-f3.r1.d2.r2.d2.-f1.d2.r2.-d3.-d2.-f2.-r2.f3.f3.-r3.-r3.f0.-f0.r3.r0.f1.-d0.r3.-d2.-d2.r0.-d0.d1.f0.d1.r1.-d1.f1.-d3.d2.f3.d2.f2.-r2.r0.d1.-f2.-d1.d2.-r0.r2.-r1.f3.-d2.-d0.-r3.-f3.-r0.-f1.f2.-d0.-r0.-f1.-f2.r2.r3.r1.-r3.-r1.-f3.-d2.f2.f0.-d1.-f3.f2.-r3.-f0.f1.r2.d2.-f1.-r3.r0.d3.-f1.d2.-f0.f2.d3.r1.-d3.f0.-d2.-d0.d0.f1.d2.r0.-d3.-f0.r1.-d3.d0.-r2.d2.r1.r3.f0.-r3.f3.-d1.f2.d0.f2.f1.-f0.-f0.f1.-d1.-d1.-d2.-f1.f0.f0.f0.r0.r3.-f2.r1.-r0.-f2.-f1.-r1.-r1.-d0.-d3.d0.r3.f2.-f3.-f2.d1.-d1.d0.f3.-d3.-r1.f1.f1.-d0.f1.r2.-r1.r2.-r2.r3.-f0.-r1.r0.d2.f1.-r0.-r0.d2.-f1.d1.-r3.-d1.r3.f3.-d2.r3.-d1.-f3.-d3.-d0.-r0.d1.-f1.-d1.d1.r3.d0.-d0.-d2.r3.-d1.-f0.-f1.-f0.r2.-f2.-f2.d0.r0.d2.r1.d2.-f3.d2.f2.-f3.d1.-f1.d2.-d3.-r0.f2.-f3.-f0.-d1.-f0.-f2.d2.r0.-f3.-d2.d1.-r0.-d1.f1.f2.d2.-f2.-d2.-d0.-r1.-d0.-r0.-r3.-d1.-r1.-f1.d2.r2.f3.-r1.-r0.-r3.-r1.-f0.d0.r1.r0.-f1.f2.f1.-r0.f0.d0.-d0.-d0.r1.r3.f3.-d1.-f1.r2.-r0.-r2.f2.d0.f3.-r0.d0.d3.f3.d3.r1.d2.-r3.r1.r1.f2.d1.d2.-r3.f1,trydotatwo/cayleypy-2xt4-444-example,8,cayleypy_public/output/submission.csv,534,,9d28ba08e3eb930afc2b8386ddbe14fe40456d29df11bd9fc879a554b333d1e8
532,d0.r1.f0.-r0.d3.-r0.d1.-r2.-f0.-d2.d3.r3.f2.d1.r0.-d1.r3.d0.r3.f1.-d0.-f2.-d1.-f2.-d2.-r0.-f2.-r3.r0.-f1.-r3.d1.r3.r3.-f2.r3.f2.-r3.-d1.d0.r2.d1.-r2.d1.-d0,saidgutseriev/2xt4-cayleypy-starter-collect-all,21,cayleypy_public/output/solutions/all_solutions.csv,2,original,cc1214b1c1545eb2e063503d7b01592bf6caa23d56a8befcce90a7a8cef92862
532,d1.-r0.f1.-d1.-f0.-r0.-d0.d1.r1.d3.d1.-f3.-r1.-d0.f1.-d1.r3.-f3.r1.-d2.-d1.r1.-f3.d2.d3.r3.f2.f2.-d2.-r1.d2.-r3.-d2.-d2.d1.f2.d2.-r0.f1.d1.-f1.-r2.-d1.r0.r2.f1.-r2.-f1.r2,markcelliott/2xt4-fp16-mlp-beam-search,6,cayleypy_public/output/solutions/all_solutions.csv,2,original,f337e56c88db92107f9cde9b299e83e735d7e3fa2cd2f8004454a0ed1da810e8
533,r1.-r1.r1.-f2.d1.-r1.r0.f2.-r2.-f0.d3.r1.f3.-d2.d3.r3.-f0.f2.-d2.d1.r3.-r2.-r3.r0.-f0.-r3.f3.-f0.-d0.-r1.f2.r2.-r0.r1.-f3.f3.d1.-r2.-d3.-d0.f1.-r3.d1.d2.-d1.f0.d0.d1.-f0.r3.d3.-r3.-d0.-f2.f2.-d2.-f1.-f2.-d1.f1.f1.r3.-f3.r0.-r1.-f1.r1.f3.f0.-f1.d2.f0.f1.f0.-f3.r0.d1.-f2.r2.-f2.-f1.f3.-d1.f1.-d0.-f1.-r2.d0.f3.d1.-d3.-d0.d0.-d1.f2.-d1.d2.-d1.f1.-r2.r2.-r1.r0.r1.r2.r3.d3.r2.-d3.-r0.f3.d0.d3.r0.-r2.d2.r2.-d3.-r0.d1.d2.d2.r1.-r2.-r3.d0.f0.r1.r0.d3.-f2.-d3.-r0.r0.r1.d2.-r3.-f2.f3.d3.d2.d3.-f3.r3.-f1.-r1.f3.r0.r2.-d3.-f1.-f1.r0.f0.-r3.-r1.r0.-r0.-r0.-r2.d0.f2.d2.-d0.d1.-r3.r0.f2.r2.-f0.-f2.r3.f1.d0.f0.r0.r0.-d3.-f1.f1.-r2.-d2.f3.-f2.-f2.-d1.d3.-r3.d3.r2.f2.-r3.-d2.-d3.d0.-f3.r0.r1.-r2.-d2.-r3.d1.r3.-r0.-r1.-r3.-r2.-f2.f2.-d1.-f1.-d3.r1.f2.-f0.r3.f3.r0.-r3.r1.-f0.-f0.-r2.f1.r3.-d1.-f0.f0.d2.d3.r3.d2.-d0.d1.r3.-f2.-d0.-r2.-d2.f1.f1.-r3.f1.-d1.-d0.-r3.-r1.-f2.-d2.-r2.-d3.f2.-f1.-r2.f2.-d0.r3.f3.-f3.-d3.r3.r3.-r2.d2.-r3.f2.-f3.-d1.d0.d0.f0.r0.-f2.-f2.d3.-f1.-d1.-d2.r0.-f1.-f2.f2.-d2.-d0.r0.-f0.r0.f2.-r3.-f2.r1.-r3.-f1.f1.r1.r3.f1.-f3.f3.f2.f1.-d3.-d2.-f0.-f2.r2.-d2.-d0.-f1.r0.f3.d2.-d0.r1.-d0.f1.f3.-r1.-d2.r3.f0.-r3.r3.-d3.-f0.f2.-d2.-f0.-r1.-d0.-r0.-r3.-d1.r0.r0.-r1.d1.f2.-f3.-d3.-r1.-r2.-d3.d0.r2.-r2.-d3.f2.-d3.-f3.r3.-d3.-d3.f0.r2.r0.f2.-d2.-d3.-r1.d0.f3.-d2.-r0.-r1.-d3.-f0.-f2.-f2.r1.-d0.-d3.-d2.r0.-f3.-f0.-f2.f2.-r2.-r0.d0.-d1.r1.d2.-f3.f2.-r3.-f1.-r0.d0.f0.-r3.f0.r2.-r1.r2.-f2.f3.-r3.d0.f1.-f0.-r1.-f3.-d2.f3.f3.-r1.r2.-d2.-d2.-d1.-f1.d3.-r2.-r0.f2.f2.-f2.-f3.-f2.-f1.r1.r0.r2.f0.d2.d2.-d2.-r0.f1.-f2.-f3.-d0.f1.-r3.-r2.-r1.-d0.-f1.-r0.-d1.d2.-f0.-f0.d1.f0.-f1.-r0.r0.-r0.f1.d3.-f3.d3.f2.r2.-f1.f3.-d0.-d1.f3.r0.-f3.-d2.-f0.d3.d0.f3.r3.f1.-d0.d3.r1.d3.r3.f0.f3.-r0.d3.-r2.-d0.f0.d3.r3.-d1.r3.d0.-f0.-d0.-f0.r0.r3.-d0.f3.r1.-d3.-f3.f1.-f0.d2.-r1.r1.-f0.f1.-r0.-r2.-d0.-r3.-d2.r1.-f2.-d2.-f0.d3.f0.r2.r1.r0.d3.-f2.-d0.-r3.-f0.r3.-r2.-r1.-f0.f0.r1.d0.f0.d1.-d1,trydotatwo/cayleypy-2xt4-444-example,8,cayleypy_public/output/submission.csv,535,,9d28ba08e3eb930afc2b8386ddbe14fe40456d29df11bd9fc879a554b333d1e8
533,r3.d3.d3.r0.-f2.d0.r0.d1.r0.-d0.r2.-r3.f3.-r0.-r2.-d3.d0.r1.-f3.-r1.-d0.r2.r2.-f2.-f3.-r3.-f0.-f1.-d2.f0.r1.-f2.f1.r2.f2.r3.r1.r1.d3.f2.-d3.-r2.d3.-f2.-d3.d2.r2.r1,saidgutseriev/2xt4-cayleypy-starter-collect-all,20,cayleypy_public/output/solutions/all_solutions.csv,2,original,d8f72513d8a999ec631418b6f9841a1f8bb40d4230642e66f2630fc36e781d23
533,r3.d3.d3.r0.-f2.d0.r0.d1.r0.-d0.r2.-r3.f3.-r0.-r2.d0.-d3.r1.-f3.-r1.-d0.-r2.-r2.-f3.-f2.-r3.-f0.-f1.-d2.f0.r1.-f2.f1.r2.f2.-r1.r3.-r1.d3.f2.-d3.-r2.d3.-f2.-d3.d2.r2.r1,markcelliott/2xt4-fp16-mlp-beam-search,6,cayleypy_public/output/solutions/all_solutions.csv,3,original,f337e56c88db92107f9cde9b299e83e735d7e3fa2cd2f8004454a0ed1da810e8
